dataset,trees,max_depth,min_samples,mtry,mean_test_acc,std_test_acc,min_test_acc,mean_train_acc,mean_train_s
sales_data,300,6,5,3,0.253,0.026381811916545837,0.23,0.71574,0.0321754
sales_data,300,6,5,5,0.253,0.014696938456699081,0.235,0.7277199999999999,0.0605734
sales_data,300,6,5,8,0.255,0.018165902124584948,0.235,0.73298,0.0932654
sales_data,300,6,5,11,0.259,0.026720778431774776,0.225,0.7504799999999999,0.1171432
sales_data,300,6,5,13,0.27199999999999996,0.02249444375840398,0.245,0.7505,0.14135720000000002
sales_data,300,10,2,3,0.25,0.021908902300206652,0.225,0.9967600000000001,0.0526084
sales_data,300,10,2,5,0.256,0.02709243436828813,0.215,0.99726,0.07872680000000001
sales_data,300,10,2,8,0.254,0.030066592756745815,0.22,0.99626,0.1231894
sales_data,300,10,2,11,0.23500000000000001,0.03049590136395382,0.195,0.99648,0.16878980000000002
sales_data,300,10,2,13,0.252,0.018055470085267793,0.22,0.9967600000000001,0.20286179999999998
sales_data,300,10,5,3,0.24900000000000003,0.04029888335921977,0.175,0.99574,0.050468599999999995
sales_data,300,10,5,5,0.254,0.03916631205513228,0.185,0.99352,0.079997
sales_data,300,10,5,8,0.27,0.03449637662132068,0.22,0.9945,0.1302914
sales_data,300,10,5,11,0.259,0.03246536616149586,0.205,0.9955,0.1714712
sales_data,300,10,5,13,0.263,0.02357965224510319,0.22,0.9960000000000001,0.201648
sales_data,300,16,2,3,0.24900000000000003,0.036932370625238777,0.185,1.0,0.06059
sales_data,300,16,2,5,0.254,0.0359722114972099,0.185,1.0,0.0981818
sales_data,300,16,2,8,0.24300000000000002,0.03187475490101846,0.185,1.0,0.13997259999999997
sales_data,300,16,2,11,0.255,0.04183300132670378,0.185,1.0,0.1898212
sales_data,300,16,2,13,0.255,0.03271085446759225,0.195,1.0,0.230077
sales_data,300,16,5,3,0.254,0.02727636339397171,0.21,1.0,0.059082199999999994
sales_data,300,16,5,5,0.263,0.029257477676655583,0.22,1.0,0.0894934
sales_data,300,16,5,8,0.26,0.037682887362833546,0.185,1.0,0.1468322
sales_data,300,16,5,11,0.26,0.038470768123342686,0.205,1.0,0.1923628
sales_data,300,16,5,13,0.253,0.03075711299845939,0.2,1.0,0.2182086
sales_data,300,24,2,3,0.238,0.02014944167960989,0.22,1.0,0.059293799999999994
sales_data,300,24,2,5,0.24899999999999997,0.03813135192987523,0.185,1.0,0.0988368
sales_data,300,24,2,8,0.24500000000000002,0.03492849839314597,0.18,1.0,0.138762
sales_data,300,24,2,11,0.257,0.03340658617698012,0.2,1.0,0.20246979999999998
sales_data,300,24,2,13,0.246,0.04662617290749907,0.16,1.0,0.22363499999999997
sales_data,300,24,5,3,0.25,0.030331501776206197,0.2,1.0,0.059224399999999996
sales_data,300,24,5,5,0.248,0.01363818169698586,0.23,1.0,0.0920074
sales_data,300,24,5,8,0.263,0.04377213725647858,0.195,1.0,0.138236
sales_data,300,24,5,11,0.262,0.03249615361854385,0.21,1.0,0.1913978
sales_data,300,24,5,13,0.256,0.03839270764090493,0.19,1.0,0.226659
